time,ABlood,[ABlood]
0.0,0.0,0.0
0.041666666666666664,0.10231797154055355,0.018502345667369538
0.08333333333333333,0.05279992900987904,0.009547907596723153
0.125,0.030597392496517408,0.005532982368267162
0.16666666666666666,0.01915200186356054,0.0034632914762315623
0.20833333333333334,0.01238667464300905,0.0022399049987358137
0.25,0.008107304607081442,0.0014660586992913999
0.2916666666666667,0.005328274237060174,0.0009635215618553659
0.3333333333333333,0.0035067250026503097,0.0006341274869168733
0.375,0.002308984069066431,0.00041753780634112673
0.4166666666666667,0.0015205765891247967,0.0002749686417947191
0.4583333333333333,0.0010014252280363802,0.00018108955299030383
0.5,0.0006595328870783349,0.00011926453654219438
0.5416666666666666,0.0004343671499131171,7.854740504757994e-05
0.5833333333333334,0.0002860739757564205,5.173127952195669e-05
0.625,0.00018840829691284627,3.407021643993603e-05
0.6666666666666666,0.00012408571747271713,2.243864692092534e-05
0.7083333333333334,8.172287230348833e-05,1.4778096257411994e-05
0.75,5.3822696764285246e-05,9.732856557736934e-06
0.7916666666666666,3.5447636016748675e-05,6.410060762522364e-06
0.8333333333333334,2.3345818167683943e-05,4.2216669380983624e-06
0.875,1.5375559240145825e-05,2.7803904593392086e-06
0.9166666666666666,1.0126346173547433e-05,1.831165673335883e-06
0.9583333333333334,6.669213228118151e-06,1.206006008701293e-06
1.0,4.392344816747504e-06,7.942757353973787e-07
1.0416666666666667,0.10232084749949377,0.018502865732277354
1.0833333333333333,0.052801838424624215,0.00954825287967888
1.125,0.030598646972757285,0.0055332092174967965
1.1666666666666667,0.01915282812780393,0.003463440891103785
1.2083333333333333,0.012387219248896192,0.0022400034808130543
1.25,0.008107662631280882,0.0014661234414612805
1.2916666666666667,0.005328509250112201,0.0009635640596947923
1.3333333333333333,0.0035068796065535843,0.0006341554442230713
1.375,0.0023090870445627836,0.0004175564275882068
1.4166666666666667,0.0015206436474783545,0.00027498076807926845
1.4583333333333333,0.0010014690108146086,0.00018109747031005578
1.5,0.0006595615249088142,0.00011926971517338412
1.5416666666666667,0.0004343858887292767,7.855079362193069e-05
1.5833333333333333,0.00028608624171165634,5.173349759704454e-05
1.625,0.00018841632444048346,3.407166807242015e-05
1.6666666666666667,0.00012409097031630288,2.2439596802224752e-05
1.7083333333333333,8.172630546496414e-05,1.4778717082271995e-05
1.75,5.382494113854305e-05,9.733262412033102e-06
1.7916666666666667,3.544910411500525e-05,6.410326241411438e-06
1.8333333333333333,2.3346778624850145e-05,4.2218406193219064e-06
1.875,1.5376187521975043e-05,2.780504072689881e-06
1.9166666666666667,1.0126756520838871e-05,1.8312398771860525e-06
1.9583333333333333,6.669481460325944e-06,1.206054513621328e-06
2.0,4.392520235724694e-06,7.943074567314094e-07
2.0416666666666665,0.10232084761933327,0.01850286575394815
2.0833333333333335,0.05280183850006142,0.00954825289332033
2.125,0.03059864702293667,0.005533209226570826
2.1666666666666665,0.019152828160849986,0.0034634408970795633
2.2083333333333335,0.012387219270132834,0.0022400034846533153
2.25,0.008107662645710398,0.0014661234440705964
2.2916666666666665,0.005328509260110794,0.0009635640615028561
2.3333333333333335,0.0035068796126039043,0.0006341554453171617
